doc_id,event_type,event_date_iso,date_is_approximate,country,admin1_or_state,city_or_local,geo_precision,actors,outcome_summary,extraction_confidence,raw_text,local_model_raw_output,parse_ok,parse_error,evidence_json,uncertainty_flags_json,flag_parse_failed,flag_low_confidence,flag_missing_date,flag_missing_country,flag_geo_unknown,needs_human_review
doc_001,other,,True,,,,unknown,[],,0.2,Breaking: Thousands rallied in Santiago on 2026-03-14 demanding pension reform. Police reported minor clashes; 12 were arrested.,"Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_001
Text: Breaking: Thousands rallied in Santiago on 2026-03-14 demanding pension reform. Police reported minor clashes; 12 were arrested.

Return JSON only. ```json
{
    ""event_type"": ""protest"",
    ""event_date_iso"": ""2026-03-14"",
    ""date_is_approximate"": ""true"",
    ""country"": ""Chile"",
    ""admin1_or_state"": ""Santiago"",
    ""city_or_local"": ""Santiago"",
    ""geo_precision"": ""city_or_local"",
    ""actors"": ""thousands of protesters"",
    ""outcome_summary"": ""Minor clashes occurred between protesters and police."",
    ""extraction_confidence"": 0.8,
    ""uncertainty_flags"": [],
    ""evidence"": [
        {
            ""field"": ""event_type"",
            ""quote"": ""protest""
        },
        {
            ""field"": ""event_date_iso"",
            ""quote"": ""2026-03-14""
        },
        {
            ""field"": ""location"",
            ""quote"": ""in Santiago""
        },
        {
            ""field"": ""actors"",
            ""quote"": ""thousands of protesters""
        },
        {
            ""field"": ""outcome"",
            ""quote"": ""minor clashes occurred between protesters and police.""
        }
    ]
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
doc_002,other,,True,,,,unknown,[],,0.2,"On March 2nd, lawmakers passed the 'Clean Air Act' amendment in the national assembly. Environmental groups praised the vote.","Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_002
Text: On March 2nd, lawmakers passed the 'Clean Air Act' amendment in the national assembly. Environmental groups praised the vote.

Return JSON only. ```json
{
    ""event_type"": ""policy_change"",
    ""event_date_iso"": ""2023-03-02"",
    ""date_is_approximate"": false,
    ""country"": ""Unknown"",
    ""admin1_or_state"": ""National Assembly"",
    ""city_or_local"": ""Unknown"",
    ""geo_precision"": ""unknown"",
    ""actors"": [""Lawmakers""],
    ""outcome_summary"": ""Environmental groups praised the vote."",
    ""extraction_confidence"": 0.8,
    ""uncertainty_flags"": [],
    ""evidence"": [
        {
            ""field"": ""event_type"",
            ""quote"": ""policy_change""
        },
        {
            ""field"": ""date"",
            ""quote"": ""2023-03-02""
        },
        {
            ""field"": ""location"",
            ""quote"": ""National Assembly""
        },
        {
            ""field"": ""actors"",
            ""quote"": ""Lawmakers""
        },
        {
            ""field"": ""outcome"",
            ""quote"": ""Environmental groups praised the vote.""
        }
    ]
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
doc_003,other,,True,,,,unknown,[],,0.2,Election officials said voting will take place next Sunday. Turnout is expected to be high in the capital.,"Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_003
Text: Election officials said voting will take place next Sunday. Turnout is expected to be high in the capital.

Return JSON only. ```json
{
    ""event_type"": ""election"",
    ""event_date_iso"": ""2023-07-08"",
    ""date_is_approximate"": false,
    ""country"": ""Unknown"",
    ""admin1_or_state"": ""Unknown"",
    ""city_or_local"": ""Unknown"",
    ""geo_precision"": ""unknown"",
    ""actors"": [""Election officials""],
    ""outcome_summary"": ""Voting scheduled for next Sunday with high turnout expected.""
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
doc_004,other,,True,,,,unknown,[],,0.2,"A 6.2 magnitude earthquake struck near the coastal city overnight, damaging dozens of homes and cutting power to 40,000 residents.","Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_004
Text: A 6.2 magnitude earthquake struck near the coastal city overnight, damaging dozens of homes and cutting power to 40,000 residents.

Return JSON only. ```json
{
    ""event_type"": ""disaster"",
    ""event_date_iso"": ""YYYY-MM-DD"",
    ""date_is_approximate"": ""true"",
    ""country"": ""Unknown"",
    ""admin1_or_state"": ""Unknown"",
    ""city_or_local"": ""coastal city"",
    ""geo_precision"": ""city_or_local"",
    ""actors"": [],
    ""outcome_summary"": ""Damage to dozens of homes and power outage for 40,000 residents."",
    ""extraction_confidence"": 0.8,
    ""uncertainty_flags"": [],
    ""evidence"": [
        {
            ""field"": ""event_type"",
            ""quote"": ""disaster""
        },
        {
            ""field"": ""date"",
            ""quote"": ""overnight""
        },
        {
            ""field"": ""location"",
            ""quote"": ""near the coastal city""
        },
        {
            ""field"": ""actors"",
            ""quote"": """"
        },
        {
            ""field"": ""outcome"",
            ""quote"": ""damage to dozens of homes and power outage for 40,000 residents.""
        }
    ]
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
doc_005,other,,True,,,,unknown,[],,0.2,"Witnesses described gunfire outside a nightclub late Friday; at least two people were injured, but details remain unclear.","Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_005
Text: Witnesses described gunfire outside a nightclub late Friday; at least two people were injured, but details remain unclear.

Return JSON only. ```json
{
    ""event_type"": ""violence"",
    ""event_date_iso"": ""2023-04-15"",
    ""date_is_approximate"": ""true"",
    ""country"": null,
    ""admin1_or_state"": null,
    ""city_or_local"": null,
    ""geo_precision"": ""unknown"",
    ""actors"": [""Witnesses""],
    ""outcome_summary"": ""Gunfire was reported near a nightclub, resulting in at least two injuries.""
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
doc_006,other,,True,,,,unknown,[],,0.2,The governor announced a new curfew order effective immediately. Critics called it an overreach.,"Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_006
Text: The governor announced a new curfew order effective immediately. Critics called it an overreach.

Return JSON only. ```json
{
    ""event_type"": ""protest"",
    ""event_date_iso"": ""2023-04-01"",
    ""date_is_approximate"": ""true"",
    ""country"": ""USA"",
    ""admin1_or_state"": ""California"",
    ""city_or_local"": ""Los Angeles"",
    ""geo_precision"": ""city_or_local"",
    ""actors"": [""Governor""],
    ""outcome_summary"": ""Critics expressed dissatisfaction with the curfew order."",
    ""extraction_confidence"": 0.8,
    ""uncertainty_flags"": [],
    ""evidence"": [
        {
            ""field"": ""event_type"",
            ""quote"": ""The governor announced a new curfew order""
        },
        {
            ""field"": ""date"",
            ""quote"": ""effective immediately""
        },
        {
            ""field"": ""location"",
            ""quote"": ""Los Angeles""
        },
        {
            ""field"": ""actors"",
            ""quote"": ""Governor""
        }
    ]
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
doc_007,other,,True,,,,unknown,[],,0.2,Early April saw renewed demonstrations in the northern province after fuel prices rose again.,"Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_007
Text: Early April saw renewed demonstrations in the northern province after fuel prices rose again.

Return JSON only. ```json
{
    ""event_type"": ""protest"",
    ""event_date_iso"": ""2023-04-01"",
    ""date_is_approximate"": ""true"",
    ""country"": ""Unknown"",
    ""admin1_or_state"": ""Northern Province"",
    ""city_or_local"": ""Unknown"",
    ""geo_precision"": ""unknown"",
    ""actors"": [""demonstrations""],
    ""outcome_summary"": ""Fuel prices increased.""
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
doc_008,other,,True,,,,unknown,[],,0.2,"Floodwaters inundated low-lying neighborhoods; emergency shelters opened at local schools, officials said.","Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_008
Text: Floodwaters inundated low-lying neighborhoods; emergency shelters opened at local schools, officials said.

Return JSON only. ```json
{
    ""event_type"": ""disaster"",
    ""event_date_iso"": ""2023-04-15"",
    ""date_is_approximate"": ""true"",
    ""country"": ""USA"",
    ""admin1_or_state"": ""California"",
    ""city_or_local"": ""Los Angeles County"",
    ""geo_precision"": ""state"",
    ""actors"": [""floodwaters"", ""emergency shelters""],
    ""outcome_summary"": ""Low-lying neighborhoods were flooded, and emergency shelters were set up at local schools.""
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
doc_009,other,,True,,,,unknown,[],,0.2,Opposition leaders met with international observers in Brussels to discuss election monitoring.,"Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_009
Text: Opposition leaders met with international observers in Brussels to discuss election monitoring.

Return JSON only. ```json
{
    ""event_type"": ""election"",
    ""event_date_iso"": ""2023-04-01"",
    ""date_is_approximate"": false,
    ""country"": ""Belgium"",
    ""admin1_or_state"": ""Brussels"",
    ""city_or_local"": null,
    ""geo_precision"": ""admin1_or_state"",
    ""actors"": [""Opposition leaders""],
    ""outcome_summary"": ""Election monitoring discussions took place.""
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
doc_010,other,,True,,,,unknown,[],,0.2,Police said the suspect was arrested after a stabbing in downtown; the mayor urged calm.,"Task: Extract ONE event record from the text.
Return EXACTLY the following 9 lines, one per line, in the format key: value
Use empty value if unknown.

event_type: protest|election|policy_change|violence|disaster|other
event_date_iso: YYYY-MM-DD
date_is_approximate: true|false
country:
admin1_or_state:
city_or_local:
geo_precision: country_only|admin1_or_state|city_or_local|unknown
actors: comma-separated list
outcome_summary: one sentence

Do not output anything else.

JSON template:
{""doc_id"": ""doc_XXX"", ""event_type"": ""other"", ""event_date_iso"": null, ""date_is_approximate"": false, ""country"": null, ""admin1_or_state"": null, ""city_or_local"": null, ""geo_precision"": ""unknown"", ""actors"": [], ""outcome_summary"": null, ""extraction_confidence"": 0.5, ""uncertainty_flags"": [], ""evidence"": [{""field"": ""event_type"", ""quote"": """"}, {""field"": ""date"", ""quote"": """"}, {""field"": ""location"", ""quote"": """"}, {""field"": ""actors"", ""quote"": """"}, {""field"": ""outcome"", ""quote"": """"}]}

Document ID: doc_010
Text: Police said the suspect was arrested after a stabbing in downtown; the mayor urged calm.

Return JSON only. ```json
{
    ""event_type"": ""violence"",
    ""event_date_iso"": ""2023-04-15"",
    ""date_is_approximate"": ""true"",
    ""country"": null,
    ""admin1_or_state"": null,
    ""city_or_local"": ""downtown"",
    ""geo_precision"": ""city_or_local"",
    ""actors"": [""suspect""],
    ""outcome_summary"": ""The suspect was arrested.""
}
```",False,best_effort_json_parse_failed: Extra data: line 3 column 1 (char 476),[],"[""json_repair_attempted"", ""parse_failed_local_model_output"", ""json_repair_attempted"", ""parse_failed_local_model_output""]",True,True,True,True,True,True
